Forecast_Week,Store_ID,SKU_ID,unique_id,Geography,Region,Cluster,Ownership,Category,Sub_Category,Segment,Attribute_Claim,Brand,List_Price_USD,Unit_Cost_USD,LightGBM_Forecast,Forecast_Lower,Forecast_Upper,Final_Forecast,Selected_Model,Total_Sales,Total_Sales_Lower,Total_Sales_Upper,Total_Margin,Total_Margin_Lower,Total_Margin_Upper
2026-26,ST10,SKU0034,ST10_SKU0034,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Economy,Keratin,NourishLab,9.63,7.32,17.075622688058335,2.43721374074515,45.800863041842675,17.075622688058335,LightGBM,164.44,23.47,441.06,39.44,5.63,105.8
2026-27,ST10,SKU0034,ST10_SKU0034,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Economy,Keratin,NourishLab,9.63,7.32,14.071654509313875,2.3435139445638264,33.232361015571776,14.071654509313875,LightGBM,135.51,22.57,320.03,32.51,5.41,76.77
2026-28,ST10,SKU0034,ST10_SKU0034,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Economy,Keratin,NourishLab,9.63,7.32,14.14081797547419,2.1830954258491366,35.06227221794472,14.14081797547419,LightGBM,136.18,21.02,337.65,32.67,5.04,80.99
2026-23,ST10,SKU0035,ST10_SKU0035,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Oil,Economy,Smoothening,Lustra Botanix,10.55,8.02,29.29502921290879,1.1904466432446696,70.79273200071204,29.29502921290879,LightGBM,309.06,12.56,746.86,74.12,3.01,179.11
2026-24,ST10,SKU0035,ST10_SKU0035,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Oil,Economy,Smoothening,Lustra Botanix,10.55,8.02,28.71096013928348,1.3260629810723608,60.47078664444624,28.71096013928348,LightGBM,302.9,13.99,637.97,72.64,3.35,152.99
2026-25,ST10,SKU0035,ST10_SKU0035,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Oil,Economy,Smoothening,Lustra Botanix,10.55,8.02,34.29984506699187,2.154603719301742,69.29257363246046,34.29984506699187,LightGBM,361.86,22.73,731.04,86.78,5.45,175.31
2026-26,ST10,SKU0035,ST10_SKU0035,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Oil,Economy,Smoothening,Lustra Botanix,10.55,8.02,36.87880979836924,4.1289117189934075,69.76011511230222,36.87880979836924,LightGBM,389.07,43.56,735.97,93.3,10.45,176.49
2026-27,ST10,SKU0035,ST10_SKU0035,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Oil,Economy,Smoothening,Lustra Botanix,10.55,8.02,37.81104137656398,7.438584374656714,66.0659955502878,37.81104137656398,LightGBM,398.91,78.48,697.0,95.66,18.82,167.15
2026-28,ST10,SKU0035,ST10_SKU0035,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Oil,Economy,Smoothening,Lustra Botanix,10.55,8.02,31.972170113931778,5.1561930122666,60.38535881299343,31.972170113931778,LightGBM,337.31,54.4,637.07,80.89,13.05,152.77
2026-23,ST10,SKU0036,ST10_SKU0036,Southeast,Southeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Biotin,Revynce,15.97,12.94,37.25747691191191,2.6309752125888304,75.52196731375366,37.25747691191191,LightGBM,595.0,42.02,1206.09,112.89,7.97,228.83
2026-24,ST10,SKU0036,ST10_SKU0036,Southeast,Southeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Biotin,Revynce,15.97,12.94,37.034759235381635,6.416772607041029,74.36248682523869,37.034759235381635,LightGBM,591.45,102.48,1187.57,112.22,19.44,225.32
2026-25,ST10,SKU0036,ST10_SKU0036,Southeast,Southeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Biotin,Revynce,15.97,12.94,40.844203070846405,8.803176040468477,81.39330211738492,40.844203070846405,LightGBM,652.28,140.59,1299.85,123.76,26.67,246.62
2026-26,ST10,SKU0036,ST10_SKU0036,Southeast,Southeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Biotin,Revynce,15.97,12.94,40.844203070846405,9.053562758784466,79.75508901674745,40.844203070846405,LightGBM,652.28,144.59,1273.69,123.76,27.43,241.66
2026-27,ST10,SKU0036,ST10_SKU0036,Southeast,Southeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Biotin,Revynce,15.97,12.94,39.54957249496013,9.823549121546673,76.08935155886435,39.54957249496013,LightGBM,631.61,156.88,1215.15,119.84,29.77,230.55
2026-28,ST10,SKU0036,ST10_SKU0036,Southeast,Southeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Biotin,Revynce,15.97,12.94,40.633292122248136,12.859391154220686,76.89017715258241,40.633292122248136,LightGBM,648.91,205.36,1227.94,123.12,38.96,232.98
2026-23,ST10,SKU0037,ST10_SKU0037,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Shampoo,Economy,Damage Repair,VitalStrand,7.02,4.21,51.47623102945356,11.25456407207706,97.04059187985929,51.47623102945356,LightGBM,361.36,79.01,681.22,144.65,31.63,272.68
2026-24,ST10,SKU0037,ST10_SKU0037,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Shampoo,Economy,Damage Repair,VitalStrand,7.02,4.21,51.920688565411886,11.92718446652992,95.41877715952896,51.920688565411886,LightGBM,364.48,83.73,669.84,145.9,33.52,268.13
2026-25,ST10,SKU0037,ST10_SKU0037,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Shampoo,Economy,Damage Repair,VitalStrand,7.02,4.21,53.528867024320995,15.120490025595847,99.37711632825028,53.528867024320995,LightGBM,375.77,106.15,697.63,150.42,42.49,279.25
2026-26,ST10,SKU0037,ST10_SKU0037,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Shampoo,Economy,Damage Repair,VitalStrand,7.02,4.21,49.65014720135389,15.504646337371687,99.1956334845642,49.65014720135389,LightGBM,348.54,108.84,696.35,139.52,43.57,278.74
2026-27,ST10,SKU0037,ST10_SKU0037,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Shampoo,Economy,Damage Repair,VitalStrand,7.02,4.21,53.5182681712594,21.36987985145445,94.87634811832004,53.5182681712594,LightGBM,375.7,150.02,666.03,150.39,60.05,266.6
2026-28,ST10,SKU0037,ST10_SKU0037,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Shampoo,Economy,Damage Repair,VitalStrand,7.02,4.21,53.02154081582945,23.03244005203251,95.60445106728706,53.02154081582945,LightGBM,372.21,161.69,671.14,148.99,64.72,268.65
2026-23,ST10,SKU0038,ST10_SKU0038,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Color,Premium,Smoothening,EarthTress,35.54,26.66,383.0654382094301,253.0862553175465,536.6232178602387,383.0654382094301,LightGBM,13614.15,8994.69,19071.59,3401.62,2247.41,4765.21
2026-24,ST10,SKU0038,ST10_SKU0038,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Color,Premium,Smoothening,EarthTress,35.54,26.66,386.4099528300035,254.44069522381696,529.5336383541767,386.4099528300035,LightGBM,13733.01,9042.82,18819.63,3431.32,2259.43,4702.26
2026-25,ST10,SKU0038,ST10_SKU0038,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Color,Premium,Smoothening,EarthTress,35.54,26.66,365.42440625566593,263.5505864024834,536.5943965040906,365.42440625566593,LightGBM,12987.18,9366.59,19070.56,3244.97,2340.33,4764.96
2026-26,ST10,SKU0038,ST10_SKU0038,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Color,Premium,Smoothening,EarthTress,35.54,26.66,374.5067314944402,259.9333313611488,550.3275197194644,374.5067314944402,LightGBM,13309.97,9238.03,19558.64,3325.62,2308.21,4886.91
2026-27,ST10,SKU0038,ST10_SKU0038,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Color,Premium,Smoothening,EarthTress,35.54,26.66,387.62971048313165,265.4329523854887,544.3223748105338,387.62971048313165,LightGBM,13776.36,9433.49,19345.22,3442.15,2357.04,4833.58
2026-28,ST10,SKU0038,ST10_SKU0038,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Color,Premium,Smoothening,EarthTress,35.54,26.66,380.92312106252314,264.57438204603346,525.3678660068125,380.92312106252314,LightGBM,13538.01,9402.97,18671.57,3382.6,2349.42,4665.27
2026-23,ST10,SKU0039,ST10_SKU0039,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Color Protection,VitalStrand,27.52,22.57,77.81503247357823,34.56125908917887,135.0692157299386,77.81503247357823,LightGBM,2141.47,951.13,3717.1,385.18,171.08,668.59
2026-24,ST10,SKU0039,ST10_SKU0039,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Color Protection,VitalStrand,27.52,22.57,76.8281669959657,26.650003874734136,129.1721526839309,76.8281669959657,LightGBM,2114.31,733.41,3554.82,380.3,131.92,639.4
2026-25,ST10,SKU0039,ST10_SKU0039,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Color Protection,VitalStrand,27.52,22.57,79.62012174544047,30.364538267407216,131.0730401792231,79.62012174544047,LightGBM,2191.15,835.63,3607.13,394.12,150.3,648.81
2026-26,ST10,SKU0039,ST10_SKU0039,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Color Protection,VitalStrand,27.52,22.57,85.6826987462544,33.65017314119737,134.4371954743183,85.6826987462544,LightGBM,2357.99,926.05,3699.71,424.13,166.57,665.46
2026-27,ST10,SKU0039,ST10_SKU0039,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Color Protection,VitalStrand,27.52,22.57,89.26656873059362,35.3250617706454,133.52518022834636,89.26656873059362,LightGBM,2456.62,972.15,3674.61,441.87,174.86,660.95
2026-28,ST10,SKU0039,ST10_SKU0039,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Color Protection,VitalStrand,27.52,22.57,81.7858658245958,31.12496118869403,122.80132900004648,81.7858658245958,LightGBM,2250.75,856.56,3379.49,404.84,154.07,607.87
2026-23,ST10,SKU0040,ST10_SKU0040,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Mask,Premium,Argan Oil,Velinea,39.12,31.3,612.7943516548776,358.65475536084926,809.3799244022794,612.7943516548776,LightGBM,23972.52,14030.57,31662.94,4792.05,2804.68,6329.35
2026-24,ST10,SKU0040,ST10_SKU0040,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Mask,Premium,Argan Oil,Velinea,39.12,31.3,632.2994814238012,376.0674302129964,785.6084950132374,632.2994814238012,LightGBM,24735.56,14711.76,30733.0,4944.58,2940.85,6143.46
2026-25,ST10,SKU0040,ST10_SKU0040,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Mask,Premium,Argan Oil,Velinea,39.12,31.3,628.2155976299999,407.9843204495669,791.8009092936383,628.2155976299999,LightGBM,24575.79,15960.35,30975.25,4912.65,3190.44,6191.88
2026-26,ST10,SKU0040,ST10_SKU0040,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Mask,Premium,Argan Oil,Velinea,39.12,31.3,617.2824363852585,429.8202246752968,778.5846532387384,617.2824363852585,LightGBM,24148.09,16814.57,30458.23,4827.15,3361.19,6088.53
2026-27,ST10,SKU0040,ST10_SKU0040,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Mask,Premium,Argan Oil,Velinea,39.12,31.3,594.554723927574,405.5828150832141,812.1898396870965,594.554723927574,LightGBM,23258.98,15866.4,31772.87,4649.42,3171.66,6351.32
2026-28,ST10,SKU0040,ST10_SKU0040,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Mask,Premium,Argan Oil,Velinea,39.12,31.3,629.8828671828772,428.88741466521236,829.1139522179109,629.8828671828772,LightGBM,24641.02,16778.08,32434.94,4925.68,3353.9,6483.67
2026-23,ST10,SKU0041,ST10_SKU0041,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Color,Premium,Biotin,SilkenAura,29.64,20.45,435.27344153229376,258.84588931240495,532.4266908460814,435.27344153229376,LightGBM,12901.5,7672.19,15781.13,4000.16,2378.79,4893.0
2026-24,ST10,SKU0041,ST10_SKU0041,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Color,Premium,Biotin,SilkenAura,29.64,20.45,443.35212690771874,272.2579448255563,581.1991638817847,443.35212690771874,LightGBM,13140.96,8069.73,17226.74,4074.41,2502.05,5341.22
2026-25,ST10,SKU0041,ST10_SKU0041,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Color,Premium,Biotin,SilkenAura,29.64,20.45,424.39874935795257,258.84588931240495,569.4448875677085,424.39874935795257,LightGBM,12579.18,7672.19,16878.35,3900.22,2378.79,5233.2
2026-26,ST10,SKU0041,ST10_SKU0041,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Color,Premium,Biotin,SilkenAura,29.64,20.45,390.81058693750316,258.21850327538107,547.1813286518017,390.81058693750316,LightGBM,11583.63,7653.6,16218.45,3591.55,2373.03,5028.6
2026-27,ST10,SKU0041,ST10_SKU0041,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Color,Premium,Biotin,SilkenAura,29.64,20.45,457.6365296630898,275.2678802626001,596.3923819441017,457.6365296630898,LightGBM,13564.35,8158.94,17677.07,4205.68,2529.71,5480.85
2026-28,ST10,SKU0041,ST10_SKU0041,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Color,Premium,Biotin,SilkenAura,29.64,20.45,455.31993742545365,274.79621925153265,580.5119856974745,455.31993742545365,LightGBM,13495.68,8144.96,17206.38,4184.39,2525.38,5334.91
2026-23,ST10,SKU0042,ST10_SKU0042,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Herbal,PureMane,7.69,5.23,97.30184114750206,45.52553743722403,168.43848579912338,97.30184114750206,LightGBM,748.25,350.09,1295.29,239.36,111.99,414.36
2026-24,ST10,SKU0042,ST10_SKU0042,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Herbal,PureMane,7.69,5.23,97.17320492816593,40.97450647550628,155.4708585464831,97.17320492816593,LightGBM,747.26,315.09,1195.57,239.05,100.8,382.46
2026-25,ST10,SKU0042,ST10_SKU0042,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Herbal,PureMane,7.69,5.23,95.1402755763963,38.647378368078584,151.5239682521493,95.1402755763963,LightGBM,731.63,297.2,1165.22,234.05,95.07,372.75
2026-26,ST10,SKU0042,ST10_SKU0042,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Herbal,PureMane,7.69,5.23,97.79859522500422,48.35623227163156,170.88079088191674,97.79859522500422,LightGBM,752.07,371.86,1314.07,240.58,118.96,420.37
2026-27,ST10,SKU0042,ST10_SKU0042,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Herbal,PureMane,7.69,5.23,98.16003838471332,42.43066715565718,156.25183469499356,98.16003838471332,LightGBM,754.85,326.29,1201.58,241.47,104.38,384.38
2026-28,ST10,SKU0042,ST10_SKU0042,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Herbal,PureMane,7.69,5.23,103.15859734648565,52.877792870501004,175.608657324761,103.15859734648565,LightGBM,793.29,406.63,1350.43,253.77,130.08,432.0
2026-23,ST10,SKU0043,ST10_SKU0043,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Rosemary,SilkenAura,10.22,7.15,15.301606276501593,0.0,37.73779156439883,15.301606276501593,LightGBM,156.38,0.0,385.68,46.98,0.0,115.86
2026-24,ST10,SKU0043,ST10_SKU0043,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Rosemary,SilkenAura,10.22,7.15,17.48737059409487,0.0,44.70718116954117,17.48737059409487,LightGBM,178.72,0.0,456.91,53.69,0.0,137.25
2026-25,ST10,SKU0043,ST10_SKU0043,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Rosemary,SilkenAura,10.22,7.15,18.484106715327695,0.05401661431840345,44.570499830439005,18.484106715327695,LightGBM,188.91,0.55,455.51,56.75,0.17,136.83
2026-26,ST10,SKU0043,ST10_SKU0043,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Rosemary,SilkenAura,10.22,7.15,18.337726950759386,0.028892811688813094,46.28320180440364,18.337726950759386,LightGBM,187.41,0.3,473.01,56.3,0.09,142.09
2026-27,ST10,SKU0043,ST10_SKU0043,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Rosemary,SilkenAura,10.22,7.15,17.55470597874614,2.0199396368440428,36.199050806474375,17.55470597874614,LightGBM,179.41,20.64,369.95,53.89,6.2,111.13
2026-28,ST10,SKU0043,ST10_SKU0043,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Rosemary,SilkenAura,10.22,7.15,16.275267532880406,3.2347745836438966,39.67760241876172,16.275267532880406,LightGBM,166.33,33.06,405.51,49.97,9.93,121.81
2026-23,ST10,SKU0044,ST10_SKU0044,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Mask,Premium,Anti Dandruff,PureMane,28.73,18.1,576.0995779493313,416.9040140727115,786.3385683688034,576.0995779493313,LightGBM,16551.34,11977.65,22591.51,6123.94,4431.69,8358.78
2026-24,ST10,SKU0044,ST10_SKU0044,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Mask,Premium,Anti Dandruff,PureMane,28.73,18.1,637.1550131308222,419.3395656227214,804.8510035999998,637.1550131308222,LightGBM,18305.46,12047.63,23123.37,6772.96,4457.58,8555.57
2026-25,ST10,SKU0044,ST10_SKU0044,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Mask,Premium,Anti Dandruff,PureMane,28.73,18.1,583.7696993869849,414.9013784663854,804.4884530603341,583.7696993869849,LightGBM,16771.7,11920.12,23112.95,6205.47,4410.4,8551.71
2026-26,ST10,SKU0044,ST10_SKU0044,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Mask,Premium,Anti Dandruff,PureMane,28.73,18.1,620.8536487560352,414.94904921638755,805.1487999773346,620.8536487560352,LightGBM,17837.13,11921.49,23131.93,6599.67,4410.91,8558.73
2026-27,ST10,SKU0044,ST10_SKU0044,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Mask,Premium,Anti Dandruff,PureMane,28.73,18.1,690.8814463915998,451.55241946431784,833.6043064782755,690.8814463915998,LightGBM,19849.02,12973.1,23949.45,7344.07,4800.0,8861.21
2026-28,ST10,SKU0044,ST10_SKU0044,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Mask,Premium,Anti Dandruff,PureMane,28.73,18.1,586.6020782399601,442.36401557968554,768.9225586713258,586.6020782399601,LightGBM,16853.08,12709.12,22091.15,6235.58,4702.33,8173.65
2026-23,ST10,SKU0045,ST10_SKU0045,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Oil,Mainstream,Color Protection,Velinea,19.19,14.97,79.35045087333745,28.98044997630467,129.32633931491242,79.35045087333745,LightGBM,1522.74,556.13,2481.77,334.86,122.3,545.76
2026-24,ST10,SKU0045,ST10_SKU0045,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Oil,Mainstream,Color Protection,Velinea,19.19,14.97,77.8955891881892,29.22405888921933,137.2785457996976,77.8955891881892,LightGBM,1494.82,560.81,2634.38,328.72,123.33,579.32
2026-25,ST10,SKU0045,ST10_SKU0045,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Oil,Mainstream,Color Protection,Velinea,19.19,14.97,78.95757438993186,35.91820772153339,126.70461475306153,78.95757438993186,LightGBM,1515.2,689.27,2431.46,333.2,151.57,534.69
2026-26,ST10,SKU0045,ST10_SKU0045,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Oil,Mainstream,Color Protection,Velinea,19.19,14.97,79.6269096496448,36.33884253301069,126.91568297317113,79.6269096496448,LightGBM,1528.04,697.34,2435.51,336.03,153.35,535.58
2026-27,ST10,SKU0045,ST10_SKU0045,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Oil,Mainstream,Color Protection,Velinea,19.19,14.97,81.40045343221125,33.61883398791462,127.19703039981995,81.40045343221125,LightGBM,1562.07,645.15,2440.91,343.51,141.87,536.77
2026-28,ST10,SKU0045,ST10_SKU0045,Southeast,Southeast,Premium Urban,Own,Hair Care,Hair Oil,Mainstream,Color Protection,Velinea,19.19,14.97,86.10948284526532,36.20019779089653,135.27854838155923,86.10948284526532,LightGBM,1652.44,694.68,2596.0,363.38,152.76,570.88
2026-23,ST10,SKU0046,ST10_SKU0046,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Anti Hair Fall,SilkenAura,21.3,14.48,26.902169045475926,0.5257436792606628,59.93212786211331,26.902169045475926,LightGBM,573.02,11.2,1276.55,183.47,3.59,408.74
2026-24,ST10,SKU0046,ST10_SKU0046,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Anti Hair Fall,SilkenAura,21.3,14.48,28.36010349090343,2.596162390366859,59.18430639203651,28.36010349090343,LightGBM,604.07,55.3,1260.63,193.42,17.71,403.64
2026-25,ST10,SKU0046,ST10_SKU0046,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Anti Hair Fall,SilkenAura,21.3,14.48,26.902169045475926,0.9276644203146699,61.62667453646604,26.902169045475926,LightGBM,573.02,19.76,1312.65,183.47,6.33,420.29
2026-26,ST10,SKU0046,ST10_SKU0046,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Anti Hair Fall,SilkenAura,21.3,14.48,27.933158101561485,3.103834348182564,63.66349287700208,27.933158101561485,LightGBM,594.98,66.11,1356.03,190.5,21.17,434.19
2026-27,ST10,SKU0046,ST10_SKU0046,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Anti Hair Fall,SilkenAura,21.3,14.48,27.53706553759466,3.6088798498420376,56.75065055113123,27.53706553759466,LightGBM,586.54,76.87,1208.79,187.8,24.61,387.04
2026-28,ST10,SKU0046,ST10_SKU0046,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Anti Hair Fall,SilkenAura,21.3,14.48,28.48843579078842,6.373048195865117,56.75065055113123,28.48843579078842,LightGBM,606.8,135.75,1208.79,194.29,43.46,387.04
2026-23,ST10,SKU0047,ST10_SKU0047,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Damage Repair,GlossRoot,12.06,8.44,11.096105635549401,0.0,30.438566296667954,11.096105635549401,LightGBM,133.82,0.0,367.09,40.17,0.0,110.19
2026-24,ST10,SKU0047,ST10_SKU0047,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Damage Repair,GlossRoot,12.06,8.44,12.542334077640822,0.0,35.215029748643104,12.542334077640822,LightGBM,151.26,0.0,424.69,45.4,0.0,127.48
2026-25,ST10,SKU0047,ST10_SKU0047,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Damage Repair,GlossRoot,12.06,8.44,15.672724196944838,0.0,36.86013099641338,15.672724196944838,LightGBM,189.01,0.0,444.53,56.74,0.0,133.43
2026-26,ST10,SKU0047,ST10_SKU0047,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Damage Repair,GlossRoot,12.06,8.44,15.20948481260844,0.0,37.16488341027411,15.20948481260844,LightGBM,183.43,0.0,448.21,55.06,0.0,134.54
2026-27,ST10,SKU0047,ST10_SKU0047,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Damage Repair,GlossRoot,12.06,8.44,12.28892975556299,0.36677955489086805,23.276521000513263,12.28892975556299,LightGBM,148.2,4.42,280.71,44.49,1.33,84.26
2026-28,ST10,SKU0047,ST10_SKU0047,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Damage Repair,GlossRoot,12.06,8.44,11.89447947159233,1.9657456169421457,26.708518782606507,11.89447947159233,LightGBM,143.45,23.71,322.1,43.06,7.12,96.68
2026-23,ST10,SKU0048,ST10_SKU0048,Southeast,Southeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Anti Dandruff,Revynce,15.58,9.97,46.516105350737014,13.979624583545345,83.26671142997047,46.516105350737014,LightGBM,724.72,217.8,1297.3,260.96,78.43,467.13
2026-24,ST10,SKU0048,ST10_SKU0048,Southeast,Southeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Anti Dandruff,Revynce,15.58,9.97,54.017503503076796,16.39374658461721,99.8025333093021,54.017503503076796,LightGBM,841.59,255.41,1554.92,303.04,91.97,559.89
2026-25,ST10,SKU0048,ST10_SKU0048,Southeast,Southeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Anti Dandruff,Revynce,15.58,9.97,54.11451181917906,16.313549793358725,97.58796473543093,54.11451181917906,LightGBM,843.1,254.17,1520.42,303.58,91.52,547.47
2026-26,ST10,SKU0048,ST10_SKU0048,Southeast,Southeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Anti Dandruff,Revynce,15.58,9.97,50.180387000287915,14.565882618728468,95.78087119321215,50.180387000287915,LightGBM,781.81,226.94,1492.27,281.51,81.71,537.33
2026-27,ST10,SKU0048,ST10_SKU0048,Southeast,Southeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Anti Dandruff,Revynce,15.58,9.97,51.736134998898514,15.915562373753849,89.62712127664031,51.736134998898514,LightGBM,806.05,247.96,1396.39,290.24,89.29,502.81
2026-28,ST10,SKU0048,ST10_SKU0048,Southeast,Southeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Anti Dandruff,Revynce,15.58,9.97,52.67319196143037,21.482142070255374,93.36070301650888,52.67319196143037,LightGBM,820.65,334.69,1454.56,295.5,120.51,523.75
2026-23,ST10,SKU0049,ST10_SKU0049,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Conditioner,Mainstream,Sulphate Free,VitalStrand,21.97,16.04,414.12106770466505,259.56784447485023,517.3703314750891,414.12106770466505,LightGBM,9098.24,5702.71,11366.63,2455.74,1539.24,3068.01
2026-24,ST10,SKU0049,ST10_SKU0049,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Conditioner,Mainstream,Sulphate Free,VitalStrand,21.97,16.04,363.6998686011418,253.6717606813924,529.3960364461038,363.6998686011418,LightGBM,7990.49,5573.17,11630.83,2156.74,1504.27,3139.32
2026-25,ST10,SKU0049,ST10_SKU0049,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Conditioner,Mainstream,Sulphate Free,VitalStrand,21.97,16.04,363.86030589701505,254.08424901750624,519.9769408977858,363.86030589701505,LightGBM,7994.01,5582.23,11423.89,2157.69,1506.72,3083.46
2026-26,ST10,SKU0049,ST10_SKU0049,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Conditioner,Mainstream,Sulphate Free,VitalStrand,21.97,16.04,401.02356788449737,271.1095425151682,532.4414881382961,401.02356788449737,LightGBM,8810.49,5956.28,11697.74,2378.07,1607.68,3157.38
2026-27,ST10,SKU0049,ST10_SKU0049,Southeast,Southeast,Premium Urban,Competitor,Hair Care,Conditioner,Mainstream,Sulphate Free,VitalStrand,21.97,16.04,426.02922744020225,270.84219494920814,522.2452280546566,426.02922744020225,LightGBM,9359.86,5950.4,11473.73,2526.35,1606.09,3096.91
