SKU_ID,Sub_Category,ABC_Class,granularity_level,granularity_value,total_revenue,total_margin,support_in_group,avg_lift,basket_dependency_score,substitution_score,abc_signal,revenue_signal,margin_signal,support_signal,lift_signal,dependency_signal,substitution_signal,delist_score,SalesIndex,MarginIndex,VelocityIndex,InventoryEfficiency,GMROI,SentimentIndex,MarketStrengthIndex,Forecasted_Sales,Forecast_Growth_Pct,Trend_Direction,Forecast_Confidence,Health_Score,Health_Band,Delist_Band,GMROI_Band,Forecast_Band,Basket_Role,Recapture_Potential,Cannibalization_Risk,Decision,Decision_Reason,Recommended_Action,Recommendation_Narrative
SKU0053,Treatment,C,Store,ST05,3084.95,429.21,0.00101,1.0,0,0.0,1.0,0.9167,0.9833,0.9,0.1167,0.4917,0.275,0.7533,0.3166,0.6012,,,,0.3158,0.4179,25183.6,-0.76,Stable,0.3892,0.1554,LOW_HEALTH,HIGH_DELIST,MID_GMROI,FLAT,Solo,0.0,0.0,DELIST,"LOW_HEALTH health (0.16), MID_GMROI GMROI, flat forecast (-0.8%), and HIGH_DELIST delist score (0.75) all confirm removal viability.",Remove from planogram at next reset. Cancel open purchase orders. Reallocate shelf space and procurement budget to higher-performing SKUs.,"Revynce Keratin Treatment 250ml demonstrates weak commercial performance across multiple dimensions in Treatment within Store 'ST05': health score 0.16, GMROI N/A, forecast growth -0.8%, and a delist score of 0.75. Its 'Solo' basket role generates minimal co-purchase dependency, and limited direct substitutes were identified — verify recapture plan. Customer sentiment (0.32) and market strength (0.42) offer no mitigating signal strong enough to justify continued assortment inclusion. Recommend removing this SKU at the next planogram reset and reallocating shelf space and procurement budget toward higher-performing alternatives."
SKU0055,Hair Oil,C,Store,ST05,3688.81,649.8,0.000606,1.0,0,0.0,1.0,0.9,0.9167,0.975,0.1167,0.4917,0.275,0.7479,0.1408,0.7093,,,,0.6962,0.3402,25356.29,1.39,Stable,0.4124,0.1948,LOW_HEALTH,HIGH_DELIST,MID_GMROI,FLAT,Solo,0.0,0.0,DELIST,"LOW_HEALTH health (0.19), MID_GMROI GMROI, flat forecast (+1.4%), and HIGH_DELIST delist score (0.75) all confirm removal viability.",Remove from planogram at next reset. Cancel open purchase orders. Reallocate shelf space and procurement budget to higher-performing SKUs.,"PureMane Argan Oil Hair Oil 500ml demonstrates weak commercial performance across multiple dimensions in Hair Oil within Store 'ST05': health score 0.19, GMROI N/A, forecast growth +1.4%, and a delist score of 0.75. Its 'Solo' basket role generates minimal co-purchase dependency, and limited direct substitutes were identified — verify recapture plan. Customer sentiment (0.70) and market strength (0.34) offer no mitigating signal strong enough to justify continued assortment inclusion. Recommend removing this SKU at the next planogram reset and reallocating shelf space and procurement budget toward higher-performing alternatives."
SKU0043,Treatment,C,Store,ST05,2829.82,834.97,0.000859,1.0,0,0.0,1.0,0.9333,0.9,0.95,0.1167,0.4917,0.275,0.7475,0.2904,1.2749,,,,0.6305,0.2182,25296.04,3.93,Upward,0.4057,0.2233,MID_HEALTH,HIGH_DELIST,MID_GMROI,GROWTH,Solo,0.0,0.0,INVESTIGATE,Conflicting signals: MID_HEALTH health vs MID_GMROI GMROI and positive forecast growth (+3.9%). Basket role 'Solo' adds ambiguity. Manual review required before action.,Escalate to category review team. Conduct deep-dive on GMROI drivers and basket contribution before next planogram action.,"SilkenAura Rosemary Treatment 300ml (C-class Treatment) within Store 'ST05' presents conflicting performance signals that require manual category review: positive growth forecast against elevated delist pressure. Key metrics — health: 0.22, GMROI: N/A, forecast growth: +3.9%, market strength: 0.22 — do not align to a clear commercial decision. Standard rule-based classification is insufficient to resolve this SKU's status. Recommend escalating to the category review team for a structured deep-dive before the next planogram reset."
SKU0047,Treatment,C,Store,ST05,1786.76,495.44,0.004092,1.0,0,0.0,1.0,0.9833,0.9667,0.7,0.1167,0.4917,0.275,0.7333,0.1834,1.1981,43.9033,5.4547,16.8444,0.4772,0.3965,24985.74,1.75,Stable,0.4091,0.2745,MID_HEALTH,HIGH_DELIST,MID_GMROI,FLAT,Solo,0.0,0.0,PHASE_OUT,"Sharp forecast decline (+1.8%), MID_HEALTH health (0.27), and HIGH_DELIST delist signal (0.73) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"GlossRoot Damage Repair Treatment 300ml is on a declining commercial trajectory in Treatment within Store 'ST05'. Health score of 0.27 and forecast growth of +1.8% indicate sustained deterioration that is unlikely to reverse organically. GMROI of 17 no longer justifies continued full-range support, while a delist score of 0.73 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
SKU0030,Treatment,C,Store,ST05,2501.61,576.66,0.003688,1.0,0,0.0,1.0,0.95,0.9333,0.7667,0.1167,0.4917,0.275,0.73,0.2567,0.996,9.3797,0.4466,2.8099,0.7568,0.3906,24312.42,-5.08,Downward,0.371,0.2514,MID_HEALTH,HIGH_DELIST,LOW_GMROI,DECLINE,Solo,0.0,0.0,PHASE_OUT,"Sharp forecast decline (-5.1%), MID_HEALTH health (0.25), and HIGH_DELIST delist signal (0.73) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"GlossRoot Anti Dandruff Treatment 250ml is on a declining commercial trajectory in Treatment within Store 'ST05'. Health score of 0.25 and forecast growth of -5.1% indicate sustained deterioration that is unlikely to reverse organically. GMROI of 3 no longer justifies continued full-range support, while a delist score of 0.73 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
SKU0034,Hair Oil,C,Store,ST05,3940.95,903.15,0.001314,1.0,0,0.0,1.0,0.8667,0.8667,0.85,0.1167,0.4917,0.275,0.7125,0.1504,0.9228,,,,0.5504,0.5705,24496.01,-0.6,Stable,0.3584,0.2668,MID_HEALTH,HIGH_DELIST,MID_GMROI,FLAT,Solo,0.0,0.0,PHASE_OUT,"Sharp forecast decline (-0.6%), MID_HEALTH health (0.27), and HIGH_DELIST delist signal (0.71) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"NourishLab Keratin Hair Oil 300ml is on a declining commercial trajectory in Hair Oil within Store 'ST05'. Health score of 0.27 and forecast growth of -0.6% indicate sustained deterioration that is unlikely to reverse organically. GMROI of N/A no longer justifies continued full-range support, while a delist score of 0.71 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
SKU0008,Treatment,C,Store,ST05,3825.15,1359.82,0.000909,1.0,0,0.0,1.0,0.8833,0.7667,0.9333,0.1167,0.4917,0.275,0.7083,0.3926,1.5361,,,,0.4393,0.4667,26538.94,5.71,Upward,0.3314,0.3036,HIGH_HEALTH,HIGH_DELIST,MID_GMROI,GROWTH,Solo,0.0,0.0,INVESTIGATE,Conflicting signals: HIGH_HEALTH health vs MID_GMROI GMROI and positive forecast growth (+5.7%). Basket role 'Solo' adds ambiguity. Manual review required before action.,Escalate to category review team. Conduct deep-dive on GMROI drivers and basket contribution before next planogram action.,"Lustra Botanix Color Protection Treatment 150ml (C-class Treatment) within Store 'ST05' presents conflicting performance signals that require manual category review: positive growth forecast against elevated delist pressure. Key metrics — health: 0.30, GMROI: N/A, forecast growth: +5.7%, market strength: 0.47 — do not align to a clear commercial decision. Standard rule-based classification is insufficient to resolve this SKU's status. Recommend escalating to the category review team for a structured deep-dive before the next planogram reset."
SKU0004,Treatment,C,Store,ST05,4131.99,974.99,0.00101,1.0,0,0.0,1.0,0.85,0.8167,0.9,0.1167,0.4917,0.275,0.7067,0.424,1.0196,,,,0.0998,0.4841,25256.66,7.72,Upward,0.3099,0.1973,LOW_HEALTH,HIGH_DELIST,MID_GMROI,GROWTH,Solo,0.0,0.0,INVESTIGATE,Conflicting signals: LOW_HEALTH health vs MID_GMROI GMROI and positive forecast growth (+7.7%). Basket role 'Solo' adds ambiguity. Manual review required before action.,Escalate to category review team. Conduct deep-dive on GMROI drivers and basket contribution before next planogram action.,"PureMane Anti Hair Fall Treatment 200ml (C-class Treatment) within Store 'ST05' presents conflicting performance signals that require manual category review: positive growth forecast against elevated delist pressure. Key metrics — health: 0.20, GMROI: N/A, forecast growth: +7.7%, market strength: 0.48 — do not align to a clear commercial decision. Standard rule-based classification is insufficient to resolve this SKU's status. Recommend escalating to the category review team for a structured deep-dive before the next planogram reset."
SKU0020,Treatment,C,Store,ST05,4751.42,860.62,0.003082,1.0,0,0.0,1.0,0.8167,0.8833,0.8,0.1167,0.4917,0.275,0.6983,0.4876,0.7826,7.0471,0.2977,1.5588,0.3953,0.3528,26243.64,1.16,Stable,0.3019,0.1688,LOW_HEALTH,MID_DELIST,LOW_GMROI,FLAT,Solo,0.0,0.0,PHASE_OUT,"Sharp forecast decline (+1.2%), LOW_HEALTH health (0.17), and MID_DELIST delist signal (0.70) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"GlossRoot Damage Repair Treatment 100ml is on a declining commercial trajectory in Treatment within Store 'ST05'. Health score of 0.17 and forecast growth of +1.2% indicate sustained deterioration that is unlikely to reverse organically. GMROI of 2 no longer justifies continued full-range support, while a delist score of 0.70 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
SKU0014,Hair Color,C,Store,ST05,4636.31,945.75,0.003789,1.0,0,0.0,1.0,0.8333,0.85,0.75,0.1167,0.4917,0.275,0.6875,0.0114,0.6997,9.3708,0.4289,2.4014,0.0,0.556,24548.33,7.26,Upward,0.2973,0.1402,LOW_HEALTH,MID_DELIST,LOW_GMROI,GROWTH,Solo,0.0,0.0,PHASE_OUT,"Sharp forecast decline (+7.3%), LOW_HEALTH health (0.14), and MID_DELIST delist signal (0.69) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"VitalStrand Color Protection Hair Color 500ml is on a declining commercial trajectory in Hair Color within Store 'ST05'. Health score of 0.14 and forecast growth of +7.3% indicate sustained deterioration that is unlikely to reverse organically. GMROI of 2 no longer justifies continued full-range support, while a delist score of 0.69 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
SKU0011,Hair Oil,C,Store,ST05,5430.79,1663.39,0.00101,1.0,0,0.0,1.0,0.8,0.75,0.9,0.1167,0.4917,0.275,0.6833,0.2073,1.2333,,,,0.5105,0.4792,24891.4,-2.13,Downward,0.2943,0.2736,MID_HEALTH,MID_DELIST,MID_GMROI,FLAT,Solo,0.0,0.0,KEEP_WATCH,MID_HEALTH health (0.27) and MID_DELIST delist pressure with flat forecast (-2.1%). Basket role 'Solo' justifies short-term retention pending closer monitoring.,Maintain current distribution. Set performance trigger thresholds for the next review cycle. Avoid incremental investment.,"NourishLab Argan Oil Hair Oil 250ml is a below-average performer in Hair Oil within Store 'ST05', with a health score of 0.27 and a flat forecast (-2.1%). While commercial KPIs are under pressure — GMROI of N/A and delist score of 0.68 — the SKU's 'Solo' basket position (co-purchased alongside 0 co-purchased SKUs) provides a near-term justification for retention. Immediate delisting is not recommended. Set clear performance thresholds for the next review cycle and monitor sales velocity, GMROI, and substitution behavior closely before committing to further action."
SKU0035,Hair Oil,C,Store,ST05,5508.48,1089.46,0.001566,1.0,0,0.0,1.0,0.7833,0.8,0.8333,0.1167,0.4917,0.275,0.68,0.2103,0.7964,,,,0.2804,0.5292,25117.7,0.19,Stable,0.3866,0.2016,LOW_HEALTH,MID_DELIST,MID_GMROI,FLAT,Solo,0.0,0.0,PHASE_OUT,"Sharp forecast decline (+0.2%), LOW_HEALTH health (0.20), and MID_DELIST delist signal (0.68) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"Lustra Botanix Smoothening Hair Oil 100ml is on a declining commercial trajectory in Hair Oil within Store 'ST05'. Health score of 0.20 and forecast growth of +0.2% indicate sustained deterioration that is unlikely to reverse organically. GMROI of N/A no longer justifies continued full-range support, while a delist score of 0.68 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
SKU0054,Conditioner,C,Store,ST05,24531.76,9903.16,0.007528,0.3958,0,1.0,1.0,0.5833,0.4667,0.6333,0.85,0.4917,0.8917,0.6783,0.3138,1.2685,,,,0.9103,0.5819,26482.18,7.5,Upward,0.4014,0.3726,HIGH_HEALTH,MID_DELIST,MID_GMROI,GROWTH,Substitutable,1.0,0.0,CONTINUE,"Solid commercial health (0.37), MID_GMROI GMROI, and positive forecast growth (+7.5%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"Lustra Botanix Anti Hair Fall Conditioner 250ml is a solid C-class contributor to the Conditioner assortment within Store 'ST05'. Health score of 0.37, GMROI of N/A, and a positive forecast growth (+7.5%) confirm this SKU's core assortment role. Its 'Substitutable' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0048,Shampoo,C,Store,ST05,10260.76,3371.49,0.002829,0.4837,0,0.0,1.0,0.6833,0.6833,0.8167,0.55,0.4917,0.275,0.6775,0.2701,1.0854,,,,0.3247,0.2349,25671.31,-0.19,Stable,0.4257,0.1588,LOW_HEALTH,MID_DELIST,MID_GMROI,FLAT,Solo,0.0,0.0,PHASE_OUT,"Sharp forecast decline (-0.2%), LOW_HEALTH health (0.16), and MID_DELIST delist signal (0.68) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"Revynce Anti Dandruff Shampoo 200ml is on a declining commercial trajectory in Shampoo within Store 'ST05'. Health score of 0.16 and forecast growth of -0.2% indicate sustained deterioration that is unlikely to reverse organically. GMROI of N/A no longer justifies continued full-range support, while a delist score of 0.68 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
SKU0023,Treatment,C,Store,ST05,6203.21,1166.65,0.001212,1.0,0,0.0,1.0,0.75,0.7833,0.8667,0.1167,0.4917,0.275,0.675,0.6366,0.8126,,,,0.1268,0.3522,25994.84,7.83,Upward,0.3913,0.147,LOW_HEALTH,MID_DELIST,MID_GMROI,GROWTH,Solo,0.0,0.0,PHASE_OUT,"Sharp forecast decline (+7.8%), LOW_HEALTH health (0.15), and MID_DELIST delist signal (0.68) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"VitalStrand Biotin Treatment 500ml is on a declining commercial trajectory in Treatment within Store 'ST05'. Health score of 0.15 and forecast growth of +7.8% indicate sustained deterioration that is unlikely to reverse organically. GMROI of N/A no longer justifies continued full-range support, while a delist score of 0.68 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
SKU0018,Hair Serum,C,Store,ST05,15541.51,3421.81,0.012226,0.4391,0,0.4,1.0,0.65,0.6667,0.5417,0.7333,0.4917,0.575,0.6746,0.0449,1.0023,21.5743,0.709,6.0912,0.1942,0.4186,25093.39,1.41,Stable,0.299,0.173,LOW_HEALTH,MID_DELIST,LOW_GMROI,FLAT,Solo,0.4,0.0,PHASE_OUT,"Sharp forecast decline (+1.4%), LOW_HEALTH health (0.17), and MID_DELIST delist signal (0.67) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"PureMane Damage Repair Hair Serum 650ml is on a declining commercial trajectory in Hair Serum within Store 'ST05'. Health score of 0.17 and forecast growth of +1.4% indicate sustained deterioration that is unlikely to reverse organically. GMROI of 6 no longer justifies continued full-range support, while a delist score of 0.67 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
SKU0012,Hair Serum,C,Store,ST05,9883.7,3749.25,0.008336,0.4717,0,0.2,1.0,0.7,0.6333,0.6167,0.5667,0.4917,0.55,0.67,0.0285,1.7268,8.6586,0.3009,5.292,0.5276,0.636,25797.02,4.27,Upward,0.323,0.3657,HIGH_HEALTH,MID_DELIST,LOW_GMROI,GROWTH,Solo,0.2,0.0,INVESTIGATE,Conflicting signals: HIGH_HEALTH health vs LOW_GMROI GMROI and positive forecast growth (+4.3%). Basket role 'Solo' adds ambiguity. Manual review required before action.,Escalate to category review team. Conduct deep-dive on GMROI drivers and basket contribution before next planogram action.,"GlossRoot Color Protection Hair Serum 150ml (C-class Hair Serum) within Store 'ST05' presents conflicting performance signals that require manual category review: strong overall health despite low inventory return (GMROI). Key metrics — health: 0.37, GMROI: 5, forecast growth: +4.3%, market strength: 0.64 — do not align to a clear commercial decision. Standard rule-based classification is insufficient to resolve this SKU's status. Recommend escalating to the category review team for a structured deep-dive before the next planogram reset."
SKU0017,Hair Color,B,Store,ST05,18710.03,5572.02,0.003991,0.2973,0,1.0,0.5,0.6167,0.6,0.7167,0.9667,0.4917,0.8917,0.6608,0.0461,1.0216,,,,0.2529,0.5455,24869.39,-4.41,Downward,0.324,0.222,MID_HEALTH,MID_DELIST,MID_GMROI,DECLINE,Substitutable,1.0,0.0,PHASE_OUT,"Sharp forecast decline (-4.4%), MID_HEALTH health (0.22), and MID_DELIST delist signal (0.66) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"PureMane Anti Hair Fall Hair Color 150ml is on a declining commercial trajectory in Hair Color within Store 'ST05'. Health score of 0.22 and forecast growth of -4.4% indicate sustained deterioration that is unlikely to reverse organically. GMROI of N/A no longer justifies continued full-range support, while a delist score of 0.66 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
SKU0005,Treatment,C,Store,ST05,5524.79,948.47,0.006568,1.0,0,0.0,1.0,0.7667,0.8333,0.65,0.1167,0.4917,0.275,0.6558,0.567,0.7418,9.2093,0.3366,1.9087,0.6621,0.3376,27569.67,1.25,Stable,0.3649,0.204,LOW_HEALTH,MID_DELIST,LOW_GMROI,FLAT,Solo,0.0,0.0,PHASE_OUT,"Sharp forecast decline (+1.2%), LOW_HEALTH health (0.20), and MID_DELIST delist signal (0.66) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"Lustra Botanix Herbal Treatment 150ml is on a declining commercial trajectory in Treatment within Store 'ST05'. Health score of 0.20 and forecast growth of +1.2% indicate sustained deterioration that is unlikely to reverse organically. GMROI of 2 no longer justifies continued full-range support, while a delist score of 0.66 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
SKU0001,Shampoo,C,Store,ST05,11173.13,3267.63,0.011064,0.5161,0,0.0,1.0,0.6667,0.7,0.5667,0.5,0.4917,0.275,0.635,0.2941,0.9661,13.2832,0.3897,5.4904,0.5235,0.2372,26292.75,5.95,Upward,0.3506,0.1705,LOW_HEALTH,MID_DELIST,LOW_GMROI,GROWTH,Solo,0.0,0.0,PHASE_OUT,"Sharp forecast decline (+6.0%), LOW_HEALTH health (0.17), and MID_DELIST delist signal (0.64) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"EarthTress Color Protection Shampoo 250ml is on a declining commercial trajectory in Shampoo within Store 'ST05'. Health score of 0.17 and forecast growth of +6.0% indicate sustained deterioration that is unlikely to reverse organically. GMROI of 5 no longer justifies continued full-range support, while a delist score of 0.64 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
SKU0037,Shampoo,C,Store,ST05,7766.05,2945.6,0.013893,0.5659,0,0.0,1.0,0.7333,0.7167,0.5,0.4,0.4917,0.275,0.6317,0.2044,1.2529,15.8672,0.445,9.6958,0.9897,0.2068,24901.25,0.19,Stable,0.3404,0.2632,MID_HEALTH,MID_DELIST,MID_GMROI,FLAT,Solo,0.0,0.0,KEEP_WATCH,MID_HEALTH health (0.26) and MID_DELIST delist pressure with flat forecast (+0.2%). Basket role 'Solo' justifies short-term retention pending closer monitoring.,Maintain current distribution. Set performance trigger thresholds for the next review cycle. Avoid incremental investment.,"VitalStrand Damage Repair Shampoo 150ml is a below-average performer in Shampoo within Store 'ST05', with a health score of 0.26 and a flat forecast (+0.2%). While commercial KPIs are under pressure — GMROI of 10 and delist score of 0.63 — the SKU's 'Solo' basket position (co-purchased alongside 0 co-purchased SKUs) provides a near-term justification for retention. Immediate delisting is not recommended. Set clear performance thresholds for the next review cycle and monitor sales velocity, GMROI, and substitution behavior closely before committing to further action."
SKU0036,Shampoo,C,Store,ST05,17113.75,2543.31,0.012327,0.5549,0,0.0,1.0,0.6333,0.7333,0.5167,0.45,0.4917,0.275,0.6225,0.4504,0.4909,9.6271,0.3146,1.6804,0.4172,0.4396,25464.25,5.26,Upward,0.3684,0.1622,LOW_HEALTH,MID_DELIST,LOW_GMROI,GROWTH,Solo,0.0,0.0,PHASE_OUT,"Sharp forecast decline (+5.3%), LOW_HEALTH health (0.16), and MID_DELIST delist signal (0.62) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"Revynce Biotin Shampoo 650ml is on a declining commercial trajectory in Shampoo within Store 'ST05'. Health score of 0.16 and forecast growth of +5.3% indicate sustained deterioration that is unlikely to reverse organically. GMROI of 2 no longer justifies continued full-range support, while a delist score of 0.62 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
SKU0050,Conditioner,C,Store,ST05,35087.14,12580.32,0.023441,0.3405,0,1.0,1.0,0.4833,0.3833,0.3833,0.9333,0.4917,0.8917,0.6125,0.4488,1.1267,26.9956,0.6751,15.0894,0.4942,0.3234,24923.88,2.56,Upward,0.3969,0.2244,MID_HEALTH,MID_DELIST,MID_GMROI,FLAT,Substitutable,1.0,0.0,KEEP_WATCH,MID_HEALTH health (0.22) and MID_DELIST delist pressure with flat forecast (+2.6%). Basket role 'Substitutable' justifies short-term retention pending closer monitoring.,Maintain current distribution. Set performance trigger thresholds for the next review cycle. Avoid incremental investment.,"GlossRoot Argan Oil Conditioner 250ml is a below-average performer in Conditioner within Store 'ST05', with a health score of 0.22 and a flat forecast (+2.6%). While commercial KPIs are under pressure — GMROI of 15 and delist score of 0.61 — the SKU's 'Substitutable' basket position (co-purchased alongside 0 co-purchased SKUs) provides a near-term justification for retention. Immediate delisting is not recommended. Set clear performance thresholds for the next review cycle and monitor sales velocity, GMROI, and substitution behavior closely before committing to further action."
SKU0059,Shampoo,C,Store,ST05,9521.21,3597.05,0.01071,0.7577,0,0.0,1.0,0.7167,0.65,0.5833,0.25,0.4917,0.275,0.6125,0.2506,1.248,15.1527,0.4987,9.2005,0.4782,0.5873,23186.35,4.65,Upward,0.3245,0.3,MID_HEALTH,MID_DELIST,MID_GMROI,GROWTH,Solo,0.0,0.0,KEEP_WATCH,MID_HEALTH health (0.30) and MID_DELIST delist pressure with positive forecast growth (+4.7%). Basket role 'Solo' justifies short-term retention pending closer monitoring.,Maintain current distribution. Set performance trigger thresholds for the next review cycle. Avoid incremental investment.,"NourishLab Argan Oil Shampoo 400ml is a below-average performer in Shampoo within Store 'ST05', with a health score of 0.30 and a positive forecast growth (+4.7%). While commercial KPIs are under pressure — GMROI of 9 and delist score of 0.61 — the SKU's 'Solo' basket position (co-purchased alongside 0 co-purchased SKUs) provides a near-term justification for retention. Immediate delisting is not recommended. Set clear performance thresholds for the next review cycle and monitor sales velocity, GMROI, and substitution behavior closely before committing to further action."
SKU0028,Conditioner,C,Store,ST05,36158.71,9874.21,0.023846,0.4161,0,1.0,1.0,0.45,0.4833,0.3667,0.8,0.4917,0.8917,0.61,0.4625,0.8581,11.9511,0.2666,4.4896,0.428,0.1813,24846.46,1.38,Stable,0.3525,0.1329,LOW_HEALTH,MID_DELIST,LOW_GMROI,FLAT,Substitutable,1.0,0.0,PHASE_OUT,"Sharp forecast decline (+1.4%), LOW_HEALTH health (0.13), and MID_DELIST delist signal (0.61) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"SilkenAura Keratin Conditioner 500ml is on a declining commercial trajectory in Conditioner within Store 'ST05'. Health score of 0.13 and forecast growth of +1.4% indicate sustained deterioration that is unlikely to reverse organically. GMROI of 4 no longer justifies continued full-range support, while a delist score of 0.61 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
SKU0031,Conditioner,C,Store,ST05,41132.13,9181.89,0.0243,0.4225,0,1.0,1.0,0.4,0.5,0.35,0.7833,0.4917,0.8917,0.5992,0.5261,0.7015,15.888,0.4047,4.5659,0.4406,0.2179,25868.9,5.95,Upward,0.4121,0.1319,LOW_HEALTH,MID_DELIST,LOW_GMROI,GROWTH,Substitutable,1.0,0.0,PHASE_OUT,"Sharp forecast decline (+6.0%), LOW_HEALTH health (0.13), and MID_DELIST delist signal (0.60) indicate an unsustainable commercial trajectory.",Reduce shelf facings by ~50% at next planogram reset. Discontinue promotional support. Notify supply chain of planned exit.,"NourishLab Color Protection Conditioner 650ml is on a declining commercial trajectory in Conditioner within Store 'ST05'. Health score of 0.13 and forecast growth of +6.0% indicate sustained deterioration that is unlikely to reverse organically. GMROI of 5 no longer justifies continued full-range support, while a delist score of 0.60 signals growing pressure for rationalization. Recommend initiating a phased exit: reduce shelf facings by approximately 50% at the next planogram reset, discontinue promotional support, and notify the supply chain of the planned deactivation timeline to minimize write-off exposure."
